ANLN_ENSG00000011426.11	ENO1_ENSG00000074800.16	CDKN3_ENSG00000100526.20	PGK1_ENSG00000102144.15	CA9_ENSG00000107159.13	TPI1_ENSG00000111669.15	VEGFA_ENSG00000112715.25	SDC1_ENSG00000115884.11	SLC2A1_ENSG00000117394.24	P4HA1_ENSG00000122884.12	GNAI1_ENSG00000127955.17	KRT17_ENSG00000128422.17	LDHA_ENSG00000134333.14	ALDOA_ENSG00000149925.22	SLC16A1_ENSG00000155380.12	DCBLD1_ENSG00000164465.19	ANGPTL4_ENSG00000167772.12	FAM83B_ENSG00000168143.9	BNC1_ENSG00000169594.13	PGAM1_ENSG00000171314.9	FOSL1_ENSG00000175592.9	COL4A6_ENSG00000197565.16	KCTD11_ENSG00000213859.7	file_id
67.6901	2187.2133	65.2821	525.0302	87.0036	685.1989	36.5848	1647.515	872.6141	98.013	9.8391	11543.5515	1358.1344	13.0604	226.499	26.0192	294.4094	26.0266	159.4086	180.5691	176.2116	35.845	139.4581	2a82e572-e911-4103-b01a-8a5fc8dcc8a6
136.214	1017.494	64.6675	306.8647	195.1854	1164.8274	22.0247	641.6801	318.1079	30.5103	7.1237	3417.0177	569.7581	2.3937	133.068	11.3807	21.586	24.9445	35.249	92.5619	55.5061	7.6917	5.7221	98d3da9f-bc4a-4ff0-ac57-fe62cf8f6c41
26.5848	1137.7475	10.5712	234.5347	1.1606	499.556	20.5398	1046.2257	226.5043	16.8427	4.9129	2205.6559	296.5314	8.2857	21.3386	6.9515	25.5293	35.4219	31.6144	87.6433	639.4249	8.9327	110.2532	bd9af814-1b9e-4a00-99a3-79c3dc2086f2
28.3358	1548.6547	18.9761	824.0804	362.9464	1104.7508	48.9489	1232.445	897.3426	66.7368	14.853	6451.4212	1244.057	23.7913	119.7831	25.1526	77.4348	61.5143	273.4076	185.1619	348.6027	7.5662	115.1836	32d7d3ba-a8b4-413d-9cc7-d907daf8b407
67.9434	1217.8698	21.5879	344.9876	183.0848	1463.4457	44.408	564.0907	470.5405	64.5359	7.8217	2324.2771	492.8979	4.2247	67.1374	16.4921	56.846	21.6149	24.9349	53.2997	371.5953	0.1994	55.4142	ba27831d-d20b-41e4-8dde-d69ea443450a
15.288	1255.8783	11.2834	252.7195	1.1978	630.2543	5.7481	1024.7529	162.1034	10.365	7.9228	16959.3673	826.5402	3.13	59.8068	14.349	24.9377	25.9185	39.0799	100.939	29.4194	2.9743	94.078	1a487e51-fd6e-4228-80f7-d3f864cf45f2
7.4173	959.5267	4.6622	291.4678	0.3077	567.6698	9.2402	1146.0949	182.9762	6.2389	4.6243	12082.6486	501.0826	5.4661	57.1575	5.2243	11.1952	54.0274	69.1467	115.5547	312.1079	0.7623	91.251	01d607fe-fc0b-441f-9528-8495666cd83e
49.524	1734.9851	14.8398	931.4653	57.2543	907.1945	54.8539	749.9935	273.123	252.7351	4.8894	3080.5311	731.0836	4.9159	93.2607	33.2859	14.5004	1.044	8.401	97.6365	83.3334	2.454	80.5756	0671f907-5a87-4d69-b18b-353e123b04a0
61.4198	2731.6335	54.6894	880.5667	488.0496	1273.9465	54.7992	1100.7455	661.6178	124.9057	13.2337	15286.6872	1756.1117	18.6914	241.8891	39.0103	108.4815	26.2607	163.2829	206.5007	59.5952	0.6794	72.113	a6d8ea07-b43b-491b-8acd-09f57c4b3a3b
10.5602	925.5581	21.2879	82.8937	160.1061	538.7856	6.9818	608.6682	149.8156	12.3103	3.0079	17163.89	468.6127	2.4138	67.2268	6.4953	41.5372	5.1546	19.7636	23.3313	177.6175	1.7881	34.6199	51d9078e-4e0f-4f3e-979a-4f08695757b4
21.2343	884.2159	48.5242	223.6665	1.1837	991.053	8.7561	566.7327	148.0861	53.5978	5.6014	2518.0682	381.1272	3.4957	49.8698	7.7256	8.4347	6.5195	9.6805	59.3929	22.8417	24.6735	17.6202	74d18812-6caa-4398-8d31-e1cde3ac75d3
98.1807	1744.332	40.1896	638.5433	10.9366	859.5092	24.3027	1025.1505	502.9244	55.1208	6.8613	588.9166	560.3842	10.9006	77.9203	7.1579	34.6926	35.8421	25.8742	132.2907	74.7515	0.3018	60.8366	a5d4f069-8642-4137-a4d0-a43d470221f2
64.7383	2087.2055	24.9021	412.1177	84.0943	1252.1533	79.3316	1053.2717	194.1738	126.666	7.6831	6288.4913	886.669	26.8734	148.1552	77.0164	118.5528	16.1427	83.6679	143.3473	195.2409	21.4202	99.5639	bccc2a89-933c-4a71-9912-d58c8181c7bb
91.1553	2853.3505	31.3829	668.7529	125.003	1095.3753	97.7592	1657.3935	1467.0885	280.6186	5.5963	5421.9891	1294.5433	5.8747	97.6555	10.5578	37.8124	40.9283	82.6728	172.2422	152.0998	27.5389	108.7964	7779c5b1-c3cb-4595-a0cf-8e78085091e3
51.3239	775.7154	68.5632	376.336	4.992	804.6503	32.5074	1006.6525	424.0649	120.287	2.988	1128.1855	287.0834	10.7938	96.9509	6.7431	17.9795	30.6495	22.5698	94.9384	11.7583	4.364	19.9089	4eda7674-c779-437a-9a7d-63952954d0ac
27.619	1393.175	16.2717	268.3581	0.7146	667.6072	6.6529	1067.2555	72.1421	9.1773	3.6977	406.5063	410.1827	8.6803	56.5334	3.8319	20.5477	22.1304	57.1034	91.5308	126.3852	0.5227	33.0456	355de107-b024-4be2-8da6-924ad8eac23e
44.9025	1076.1595	17.0859	425.1279	23.3751	687.4751	21.692	1324.5961	571.1238	31.3707	9.6649	10313.4587	238.7223	4.982	42.4052	4.2688	27.8423	106.0391	65.186	80.9073	201.9107	11.2045	31.3497	d5fc6c36-385e-469e-b3e8-9e210be4d44d
95.3812	2110.8062	29.3616	538.6361	25.8873	779.0047	22.6851	955.2959	840.3235	188.1942	8.9312	12912.8382	1233.1774	12.8409	194.0011	122.9309	184.4157	18.3575	96.0153	117.7222	271.8874	47.2701	199.5536	2d21aabe-6a63-4271-945f-5854bf890b41
77.4647	2555.08	52.816	507.1057	133.7161	952.0663	39.685	763.1647	1019.0133	61.3247	8.3915	12660.7242	1138.2991	9.2833	138.8395	25.553	47.3797	63.3898	144.1543	132.1428	85.2763	34.5887	53.7169	616b2f3b-b80f-4935-b9ce-9e7fa0739f6d
40.9965	2926.1044	55.8626	297.5678	0.5586	1063.0874	10.9684	1028.5356	202.0725	21.0307	4.6365	1508.4916	883.9445	4.953	110.6576	9.0073	21.0759	7.6459	67.7786	157.4921	129.8317	3.4426	91.6525	ef3eab99-6232-4f1c-83aa-cc8dcd425c9a
22.1615	3215.781	84.4958	615.6398	141.4706	1616.9795	20.1589	735.1512	378.6262	99.525	2.7851	5568.287	803.6124	17.5457	28.5902	4.5186	49.5416	1.6865	8.856	73.6104	44.594	0.0735	57.9269	bd237b46-b737-4651-9e7a-612e04632a6f
53.1297	758.0078	24.4238	248.3246	11.6075	706.0337	21.9285	1687.0164	501.3357	26.3667	9.316	1664.6803	221.1574	7.0995	155.2254	7.2916	25.0648	14.6113	133.3162	103.7918	106.9571	7.5845	34.01	e0ba453e-0cbf-4cf5-9cab-d889f899bb7d
27.9824	1246.499	22.8957	382.2885	19.9849	550.1703	3.6746	711.5579	149.0353	37.7072	7.8002	6806.1605	814.0956	10.1677	131.2048	23.4649	14.5775	20.936	60.2648	128.1373	75.457	8.6238	20.894	e4e6b6d0-e0d8-4477-bdcc-57daf4468e92
53.733	1868.033	18.8244	876.2872	133.6195	1159.5059	40.1619	3301.4413	1553.2689	92.3338	15.5005	11221.1081	965.0564	32.5561	248.6993	33.2979	191.8255	29.7923	355.0817	118.9661	219.3911	32.8315	109.1029	f3e35797-d314-450d-b3cf-5b000dd1691d
35.7813	1177.318	20.8269	217.9481	8.1531	461.2299	6.1425	465.2332	170.4834	43.3179	4.4955	4113.6975	440.7376	4.8506	70.9592	29.6692	11.3766	21.8952	42.5138	84.676	73.3713	8.5335	26.8287	749e19d2-4962-4546-b236-5232fee78446
53.6469	1097.0223	32.6242	484.4931	11.4109	2087.5598	45.4432	5264.4087	1602.8621	83.2239	10.5383	24575.1602	386.6822	11.1277	121.9267	19.2109	31.3297	153.4721	87.9023	147.4997	218.13	4.7614	151.2299	7862a1bf-90d3-473c-9cc6-b4e44019ad2d
66.5356	1605.545	52.921	432.2478	90.2569	955.4147	62.8756	1888.2654	1266.5949	91.964	8.9254	9004.5716	1030.4409	11.7831	293.4528	7.1372	56.5932	46.5525	191.3548	163.0742	101.6547	4.0956	68.446	1daf9114-e83d-44e3-9455-02550b75202d
69.3236	1761.7014	29.7233	514.1537	38.7811	753.5252	14.1458	823.846	849.9247	78.2529	11.8026	9221.3486	760.8701	5.8155	269.3047	27.041	41.3728	53.5286	131.6994	134.0276	104.9547	63.1481	85.1049	8c4a7f36-f25b-449a-87e9-e413a35cbca6
49.4055	1508.3577	22.9717	510.5495	74.0453	773.822	26.956	1286.1565	641.3975	30.0089	11.1519	10881.731	1024.5048	9.4451	176.0596	40.3279	53.0452	55.385	113.8237	121.2621	174.135	6.438	97.5582	b78ac464-2435-4d29-b287-61383ee4aecb
10.5053	562.8089	95.4301	207.3517	65.3299	986.3102	5.5562	285.7928	27.8808	45.1472	0.2585	954.4891	158.4811	3.8378	18.668	3.1496	7.4902	0.8448	0.0943	28.6898	31.749	1.3721	10.9734	2a569ad0-faee-4431-b9f1-a7cef32d1a3d
56.2181	1101.2733	23.3969	298.676	13.2233	553.6157	14.6858	755.0409	177.1503	84.3221	6.9914	2851.4477	470.1556	5.6375	95.934	32.2082	7.0469	25.191	59.9488	105.1388	72.4585	2.3082	38.3823	b668d085-9a13-4d78-a973-eba35b289c64
19.0501	814.8695	6.5014	290.1542	20.4065	476.4272	19.1049	990.8193	447.4325	44.3422	6.5222	12655.4806	418.3463	5.4271	61.7229	13.5221	64.2791	30.8116	44.5873	89.0615	191.5643	7.9138	114.4907	46c49b3e-0cf1-4c97-b6aa-205043d0d34b
67.1011	2793.0513	60.234	453.1276	58.4247	724.7354	25.3867	1855.9889	543.6223	82.9021	13.5146	2722.2911	688.8014	12.6855	162.4951	28.2938	17.2598	23.1116	158.9235	99.5853	153.5249	26.7432	30.2096	7a4f5a82-54fb-42b5-ab40-1cefda8dad3e
39.2077	1146.5919	14.9647	743.9631	11.4501	583.3008	6.5239	1877.0729	404.0163	15.3113	12.3634	8292.2089	579.9258	12.8268	96.7835	15.7828	39.7453	43.1514	151.5819	145.385	151.4115	8.8495	94.3467	a0e5df28-f34e-4fc8-8100-ea276c5956e4
33.6893	1587.499	59.8914	807.4278	41.7996	1168.1837	43.5592	933.7146	675.8171	60.8648	5.8055	3814.4643	907.8136	28.3212	101.057	13.016	11.7718	52.3544	64.0932	80.3828	84.9201	37.782	24.1658	88d9d603-1444-4774-addd-71412a3805bf
26.8467	2340.3265	40.9615	695.0947	23.4519	1562.8957	17.7831	1101.1721	434.902	94.167	4.4866	868.2881	734.6502	39.2114	55.2426	5.8472	120.2997	10.5043	46.5566	114.0944	42.3453	1.3213	39.7069	b8061cff-d788-40e9-85ed-7b0dd5c666d1
48.1645	983.6906	17.5683	319.8552	21.4714	777.0138	40.7006	1387.3366	509.9104	47.2859	5.1551	4822.0452	250.585	6.6753	25.6157	7.6162	24.0418	26.1648	36.2328	78.784	31.4717	16.5849	49.6874	f5f6cba5-feca-4a5f-93a6-78f95fcb7ff8
60.2859	1774.9473	14.4404	731.7869	122.7335	794.9301	104.4401	1576.298	8028.9752	118.7216	5.2716	18795.7326	600.3507	9.0162	177.1335	8.9924	414.4224	74.5335	137.1805	154.2816	202.7498	13.8464	114.5686	107d898c-48d8-4e74-a67f-8b0aaea4fe4a
52.639	2461.8114	96.8076	390.5355	63.0863	1017.4056	19.7213	1070.7041	326.2879	73.8359	5.096	6855.4923	723.0923	4.3634	79.422	11.5567	27.0251	6.073	53.9542	66.4513	39.5258	0.2212	21.9245	5ce6d778-09e1-460e-a3ed-5b20b586d838
68.6275	1609.4066	36.0248	310.4528	7.0629	769.6974	18.7604	1228.7522	193.9127	61.3551	8.4726	2317.4099	680.9428	8.0366	157.544	21.6833	37.6275	39.2185	115.46	157.7088	355.2974	10.4469	60.1159	efbbaf9c-6f7c-4a67-a741-d47133001cd3
15.39	877.1366	13.3802	272.7351	10.0947	546.7891	11.2396	1295.2884	219.6868	34.2432	9.0466	4074.7435	432.2898	7.0168	34.5046	6.6397	86.8688	48.7063	40.2729	89.1266	130.9112	7.0086	70.2721	3b566d79-cc7f-4bfc-a18d-c3598f87035a
44.8332	1822.6708	43.1539	545.5881	49.9609	865.8729	21.6079	1555.3307	747.7382	121.4238	4.0029	7506.5642	571.4324	7.5005	106.0199	73.9121	97.8836	42.243	113.147	151.4014	158.6709	13.7705	156.99	cdf82afd-bf8c-4928-ad79-4e4ec703dea5
21.9697	1622.1398	18.1247	301.2237	14.836	939.9971	32.3488	752.1332	208.619	85.9169	11.3965	14420.6344	703.3746	5.0091	57.8213	91.5875	94.4451	9.4974	58.8833	100.3265	116.4761	14.7493	162.9808	b4b4e9e2-b661-4968-a347-4d6086cd0cbf
16.7608	1102.1948	24.583	362.8849	21.5757	819.9448	20.6349	1023.75	363.381	25.1803	12.3949	14888.1915	1397.6613	6.6559	83.856	25.4105	48.813	29.2772	87.3117	83.0261	411.2892	15.6846	103.8292	72fd70e4-4c48-42a4-b77d-39a524fe517d
69.3282	1799.0767	56.9062	355.9078	97.0151	900.7942	21.3054	820.4042	448.4332	55.8339	9.2916	4899.3513	574.5581	5.9714	119.2927	5.3404	26.4602	87.1622	64.3416	115.9942	23.9728	13.2912	36.2942	0621ca2f-3e91-4b15-8989-1bd6ec48131f
101.0635	1505.5053	26.6582	527.0347	83.2514	928.8833	16.821	1971.4417	733.6908	102.3695	12.9138	11872.1119	1297.6689	17.3788	158.1348	16.4933	84.635	60.2741	230.22	160.0185	318.0126	26.3708	130.904	976173d5-f519-4c08-ab2a-e05bf5923dd0
142.1251	1888.0336	58.9283	399.6884	6.5921	962.2338	18.7945	1773.2671	774.9419	58.8556	9.444	16465.1276	564.3945	9.4864	151.8227	49.4229	28.6669	33.6136	139.7439	149.4596	103.2492	17.9525	39.6581	382c3d30-4a8f-4173-8b28-38795909bd34
26.0577	1671.913	13.1277	432.1384	27.728	1116.1757	24.7384	1629.5879	1255.5688	59.7631	12.45	11066.9188	471.4089	9.2419	100.1617	17.1964	58.926	46.7633	87.0381	122.9489	210.7046	0.8061	112.4844	919ad647-d821-45d7-ad7c-bc4078f6dc83
53.3209	1055.2402	31.2067	293.9652	27.9365	882.8447	56.4091	879.7736	180.6673	161.4784	14.8634	2925.7019	524.0305	5.3742	62.5911	35.8578	54.8039	24.7496	34.4305	52.4748	50.6411	152.7394	74.1579	ce6dbffc-c526-4f4a-90de-ba402b2b63ef
26.4695	2456.2706	35.9986	172.6812	132.3151	1228.5279	16.9965	580.6677	68.2548	28.1397	4.6219	10144.4481	630.8967	5.6734	64.781	11.9621	65.8288	2.0352	23.4369	88.7399	233.9309	3.197	43.3943	340f6bf2-e251-4e6e-beb0-0d835e292df4
24.1276	1013.7287	13.4434	276.8195	0.2883	516.2169	12.2562	1764.5612	475.5909	9.7908	12.9185	10073.0028	296.8161	10.1584	65.4134	9.8959	44.1352	33.2504	129.8789	162.9293	378.8718	2.6258	39.6752	12356fb5-98f2-461e-b590-6bde94eac461
143.2823	1780.0629	18.127	387.4593	3.545	791.0405	17.4603	1816.2912	518.0271	49.3143	10.6629	4759.3703	699.2928	8.8573	122.3865	83.9337	48.6928	58.2991	126.8438	140.5039	218.7546	15.4526	96.3181	1b15bd5b-b25e-45e4-9dc1-c4aed2dac1a5
152.7095	2354.9397	26.8929	614.2672	143.9666	728.8311	67.4747	2546.8317	1156.3871	97.0804	8.0782	13220.867	1234.6715	24.8538	219.5684	30.091	101.1096	45.4949	169.6841	129.305	164.8714	29.4363	123.1766	fd434c3e-120b-4e22-bd02-25e97f36fb1e
15.6289	1368.5294	12.7	307.2624	17.4768	1191.9907	56.0191	1800.2796	757.5959	27.7022	7.1236	4110.0757	898.1559	10.5039	105.1497	5.6144	108.3217	19.4951	61.6132	120.9632	196.7902	24.8466	101.1718	3bb93076-d3ae-457e-862d-9a84c03b2cd5
31.1629	2291.1042	25.1777	540.056	62.6382	884.3666	166.7213	2067.2962	1463.4679	80.1432	10.8337	17711.274	1365.3228	20.4349	338.0548	26.6393	214.5315	45.5858	119.7988	138.3036	569.6912	26.4621	215.0306	b6f1ca49-344f-4408-be54-a0c35aed9ff2
5.2917	1687.6878	18.9275	317.0584	467.9054	985.2261	50.9963	1089.0942	404.6452	31.6946	4.312	31475.1679	678.5091	5.3502	66.4612	8.2203	149.5736	9.7321	38.4252	108.2889	473.9529	2.2274	87.1257	998d7c15-6ab5-4006-a1c8-183484bcfb2b
102.8726	1506.5887	22.4983	406.466	10.1674	1201.5092	34.2933	1330.1956	560.5414	58.4017	8.0469	4585.8273	644.7221	7.2738	71.6397	14.5234	34.3439	64.1039	61.7353	159.4357	113.2082	11.714	66.1866	b956b050-74b2-4bef-987b-3d29a0ef750b
58.3193	1876.7391	45.9648	283.8383	10.5794	1318.7163	21.7159	1077.3168	438.7407	47.155	10.248	7089.91	451.5502	14.6353	159.4211	37.2134	15.8021	21.0079	77.669	97.1141	333.7839	43.4832	19.3196	060bb9a8-70e4-48bf-949a-9a4da4fe321f
17.4944	1044.9903	11.2522	235.898	0.0592	661.1687	2.6092	1232.2268	269.1499	8.8955	8.7895	1846.5006	394.1205	16.4349	33.9444	6.1151	13.1169	41.4189	21.6019	109.7648	36.2499	0.1436	40.0782	1d209e9f-bec9-4d4d-9805-837ebd62c103
86.4338	1889.5313	48.991	372.904	112.0512	903.0254	3.9524	575.433	98.9592	47.5066	8.3574	13594.6017	716.4905	7.1275	69.9684	44.5438	30.9626	12.0159	42.9134	107.2782	73.1894	2.3501	41.7625	3a7dfe12-5054-4679-a560-6c8bb9230614
51.328	580.9719	18.8715	240.1429	11.0101	701.8921	22.158	1177.5057	966.9235	27.3556	8.2565	4019.4316	324.351	15.488	163.7964	10.8631	47.966	37.4341	78.4427	90.9969	267.4212	23.1693	56.582	e90a09a9-b44c-448b-9287-bb502da3cca7
28.151	798.2956	13.5678	184.7501	0.3771	506.5358	12.8235	1343.2451	304.4226	9.7581	5.6344	250.3553	163.9117	8.7474	9.3569	5.1171	41.2016	25.3266	23.5335	90.5793	85.2136	2.5832	132.9854	fbe956a0-66f9-4781-8f71-0a579f0d6921
35.1414	1243.6633	15.9711	356.2815	165.3898	855.9151	28.5091	1349.2622	322.4967	63.9517	9.1803	13805.4422	597.6867	9.4228	49.8341	41.1603	58.1309	19.6832	44.6685	61.9387	98.0676	1.0645	33.0618	5d866859-e5b6-455c-b907-d24df2d2b387
44.674	1537.7223	29.8634	331.1853	15.3659	779.4913	13.4813	1425.0978	344.0736	19.6289	8.3969	24716.2378	852.619	27.9014	80.9919	35.0786	28.88	20.6808	73.2578	101.7705	86.514	9.5958	86.8583	4dc4c39e-b7aa-4575-90b7-e82d0d722761
71.3655	1256.7778	46.4155	255.5557	17.533	1038.0492	34.3476	428.6157	174.2785	66.0241	4.447	1280.4892	424.2433	7.0195	28.1729	5.172	63.9942	8.9678	7.281	77.0114	6.4058	0.1034	60.3203	24cb500c-dfbe-4c83-91c1-7d665497137e
70.42	1520.7186	49.1203	421.7568	122.1886	1291.4989	86.7777	1471.1222	486.794	95.7733	7.4588	13439.2441	589.3343	14.2164	77.2275	14.671	54.1522	41.6338	45.7162	93.1666	74.028	15.1606	88.123	6ffe0480-a95b-433c-b7fa-a760360f7ae4
1.9708	962.5952	11.5233	99.96	0.4467	639.7839	12.4933	826.2396	128.248	19.9296	2.961	16337.275	281.2675	2.9503	40.2054	5.353	339.2112	2.1962	10.6358	53.396	129.006	0.4362	43.8673	c10a8f09-e01d-4321-a0d8-a909418fb8e3
36.734	1681.3531	25.0666	482.5226	379.0479	953.1309	54.9602	893.296	360.5361	50.0797	8.7861	6082.0408	989.1438	20.4031	69.9604	27.6897	117.3616	28.0933	237.6959	142.0684	80.2693	23.5152	98.0746	45b179a3-d0c6-48d2-ac36-9701f390c2ab
53.6971	598.4818	18.4535	266.6508	3.0155	710.3997	27.1006	368.2317	244.0126	37.3641	2.5491	2786.2373	265.3342	2.7763	44.0531	12.8727	6.6311	36.7582	31.8286	45.9639	49.6474	4.0185	23.6582	867a2368-8027-45d1-b7b2-5a6f5523640f
93.6346	1995.6119	48.1543	460.8705	15.6362	832.4694	16.7112	1383.9148	246.301	57.328	7.8288	7758.3813	1408.6442	10.7081	252.1901	30.6905	35.2901	44.5047	104.8888	140.4273	114.4323	17.1114	29.2799	20dad6c3-80f7-46c9-90a8-313f8eb1b7cb
30.1787	1046.3007	10.6628	262.5794	0.6009	661.6192	18.966	1517.9953	352.8656	20.8762	4.5272	458.5963	355.7676	15.1299	37.7484	3.678	55.6746	37.1663	40.6175	123.2033	28.9198	0.7151	124.4232	edb9c52d-c5a3-4183-82cd-3e6ce07abbd8
51.2098	2091.7373	18.1464	940.1949	98.2082	1379.1926	30.9998	1765.6297	813.7591	121.0292	5.6115	15988.2876	1233.9176	8.7012	59.027	26.7935	193.0994	52.605	129.9851	315.7825	85.2184	10.8695	97.811	577f45d0-c021-46e9-95c1-9795af717c18
71.0716	1586.6781	85.6093	879.6955	61.5712	1471.3249	158.0044	307.1935	315.204	143.8171	7.413	9055.8059	1628.8806	11.3813	129.0004	105.0115	182.703	8.4803	72.5816	196.0543	189.6854	0.2164	118.1772	ad828d58-e410-4829-a078-6d995831ecfd
35.9922	1131.8688	57.1113	150.4766	39.2943	993.9222	14.5042	1551.3402	341.3943	28.4894	5.2153	10159.1817	492.7438	3.6758	102.825	7.3568	25.4685	24.4169	65.0899	131.8809	179.6496	17.7358	39.3449	0163117a-2f64-4f00-b22e-d82254aaae0a
77.0884	4190.1834	30.7011	516.5512	16.1413	2036.4399	35.1599	767.194	742.5075	264.9141	12.2099	6466.4768	909.0819	44.8482	104.2082	41.1773	56.5306	10.9449	92.2573	204.7842	250.8732	16.1093	165.8029	2ff763c7-5655-415f-8d88-2700c8be16c5
50.8554	1549.8606	30.4154	520.7155	219.4571	866.1978	20.0814	1496.9063	527.591	86.5035	6.1596	20743.8541	505.0359	18.55	95.4041	71.8933	37.6441	19.7697	58.1076	76.833	273.6092	11.2409	140.1904	2df35b3b-edea-4aa2-9cb9-9c3699e8ca16
39.1939	1362.2631	29.6116	222.4037	34.571	764.2903	27.7718	774.686	705.6838	62.0774	8.8731	10385.8167	704.7895	6.2119	105.9037	30.0244	27.696	85.155	68.7947	84.5647	66.2899	14.2819	58.337	26186ce9-f0d1-44b4-80b5-729dd6bcd23e
39.9795	1436.6338	46.0814	447.0686	12.6074	874.0889	34.9721	1531.83	481.0807	58.34	9.192	3478.0843	657.262	5.2945	74.5859	4.4456	24.1165	12.9669	61.9129	156.3903	97.2887	1.5485	17.4366	a06c91ef-ed4b-42d4-9edf-1df4722fba4f
59.3169	1341.3533	55.6507	518.1874	3.1428	1969.7885	40.352	1149.5338	500.6233	90.2196	8.082	5893.6986	667.1711	8.465	48.6217	7.0958	20.9582	23.0431	33.8587	111.5541	85.6681	9.9002	28.4732	5da23d36-1b6e-4508-aa01-59a2c275e26e
25.445	1852.383	34.5866	453.1147	36.9482	1027.6931	26.5307	3000.243	1874.0895	79.9936	7.5344	128.7311	571.1395	8.195	65.9587	7.2646	14.6305	36.6917	138.3225	73.6843	57.4839	5.4513	47.8823	86675e21-b06e-4496-b1d8-e30c4d1b0668
24.1112	842.8429	38.4227	272.6799	65.2288	873.0156	39.0712	1025.0378	434.9696	74.6084	7.0321	5512.4361	476.2846	5.3466	165.9057	35.2857	27.6067	46.7855	124.8262	103.5407	227.5849	23.5947	96.0306	9b573cf3-f4a1-4ff4-8bb3-10be48301a88
133.4038	2800.2823	67.0155	652.9258	147.1174	1551.0499	20.813	1171.057	2334.4943	139.6997	11.6071	5353.9074	1324.5982	4.3492	199.9157	18.3817	70.0192	20.896	170.8919	206.8186	422.5472	34.401	116.7474	75a491de-b673-4731-bea1-149a74ec8c87
46.9151	2258.8793	42.303	450.0454	89.9997	1195.6268	55.432	1746.5646	777.2263	124.145	10.4622	7583.4058	953.5019	17.0658	233.673	69.2573	352.648	39.5837	193.8327	163.2156	423.4519	9.5046	138.9243	996fc9a8-2cdd-4f23-a716-218aaa69df94
23.0273	995.3538	7.5335	246.5621	0.1373	481.3253	9.2889	801.4944	99.1344	9.253	4.9875	2347.629	360.1964	5.7643	37.6067	6.0528	26.813	42.7246	23.3221	99.2355	11.4238	0.4914	27.2525	6adeb3ef-4d4d-4e3f-945e-c4e39fad122d
48.377	1767.827	24.8326	448.3816	59.2923	1463.6695	57.0923	577.4078	426.6891	53.8852	10.4295	5470.7293	729.5565	9.4947	254.6556	15.4913	197.6752	14.3183	92.4416	120.6094	466.8992	16.6053	50.5434	e0368b19-1254-4058-a216-9108a0f4d7c9
43.1749	1684.1281	19.1176	428.5301	29.5399	884.5867	13.262	1380.4093	940.9664	41.2511	10.1965	14250.3245	1199.0495	9.9832	136.715	35.5131	176.9101	45.7343	148.5074	181.8846	115.9503	9.8264	115.6271	10b096a4-78d2-4f80-9792-306cf65c54be
46.1487	834.4432	16.335	417.4095	33.1539	887.22	42.7712	776.006	509.3554	62.3343	5.8959	1750.6778	539.3351	3.4135	71.866	8.6293	45.6876	19.4907	40.6271	62.9877	16.8995	0.2571	24.1886	21aca47f-d70d-4c5b-857d-36cea1169726
8.6839	677.3075	6.529	312.6818	0.4937	761.8704	18.038	1065.7455	120.1833	67.3485	6.1233	7128.6562	273.2624	5.6186	22.9765	20.5363	17.3206	27.4495	12.9302	58.9457	137.8212	7.9198	56.682	4b33a2f5-280a-40d1-be86-4075ac09aaf8
8.8232	2075.7012	66.3502	129.1139	531.0918	2654.6436	6.7998	991.4684	300.4028	54.4125	3.7729	39358.6807	253.5566	1.8059	49.1637	22.8995	214.2251	2.9756	7.9376	40.8585	312.7794	1.6454	41.3772	6d8fb2a2-14a2-42bf-8a94-7c0c90cfe84c
49.1256	1504.1272	60.7762	193.4151	74.8633	651.671	21.0429	1038.9356	130.4003	27.9583	5.3673	1743.8436	259.149	8.8022	30.1246	26.2392	6.7003	14.0536	34.2766	69.4915	39.8493	0.1519	35.4369	ef041670-f4a9-4463-9a23-fb5a409d53dd
125.6509	2422.0353	123.7354	1174.0244	98.5612	1251.2549	47.3167	798.9183	695.2965	173.1219	9.3283	6940.1882	1290.2615	7.4609	104.5276	35.0628	69.7482	34.7856	96.0137	196.5708	472.3216	9.1482	133.9031	09503611-2e57-46e8-912c-0542e50c6ac8
7.4819	1982.3908	18.3098	265.7523	550.9448	907.2433	2.7411	1653.845	715.4955	40.944	5.2174	10732.6793	591.7804	7.1185	53.2679	44.4304	56.5611	1.4663	54.3083	68.7063	112.9269	6.2947	66.2761	722617cc-6c69-40e7-bddb-d2a22a7aa6d5
26.2474	1398.0484	30.612	467.7184	341.2625	784.6341	37.2309	783.9521	520.2942	112.7792	7.1034	6174.1641	897.6122	11.405	155.1559	29.4291	80.3658	27.1881	90.2514	126.6269	132.4703	12.1532	97.4491	edf5ea47-414a-4e58-be4e-942e749a4733
68.85	1606.6933	30.0374	847.6757	127.4507	439.7592	102.0233	766.1677	320.192	18.5708	10.6546	10525.9281	505.1719	17.3167	35.2461	45.9245	13.0951	22.332	113.6238	98.0383	120.9039	3.6609	128.1545	8fae59bb-c8bd-4125-8c8e-7908eebb5609
78.5217	2873.1711	52.3412	665.4508	77.4026	1546.4181	22.3031	1716.7354	686.0311	99.494	10.5221	2702.6523	713.0736	7.9188	116.2977	18.7993	178.1823	20.8144	184.6688	180.7224	110.8268	54.0448	22.1641	01392dce-a8df-4803-aa61-d14956d801a4
